"exercicio";"uo_cod";"uo_desc";"fonte_cod";"fonte_desc";"loa";"loa_mais_credito";"empenhado";"pago"
2025;"40901";"Fundo de Amparo ao Trabalhador";"1040";"Seguro-Desemprego, Abono Salarial e Previdência Social";61716242100;59400219099;59400219099;55511290966
2025;"25103";"Secretaria Especial da Receita Federal do Brasil";"1032";"FUNDAF - RFB";15482937904;14717168645;8633855444;7763495270
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";383242565;3.05e+08;3.05e+08;3.05e+08
2025;"39252";"Departamento Nacional de Infraestrutura de Transportes - DNIT";"1020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";844841398;844841141;844832766;611970859
2025;"68213";"Agência Nacional de Aviação Civil - ANAC";"1089";"Fundo Aeroviário, para Desenvolvimento do Ensino Profissional Aeronáutico";191201466;190370329;2679863;1776124
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";0;1046301127;1046301127;133893400
2025;"30911";"Fundo Nacional de Segurança Pública";"1251";"Transferências do Fundo Nacional de Segurança Pública - FNSP";1166401176;1210680128;1210680128;1210680128
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";222265865;19421505;19421504;18899343
2025;"74919";"Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO - MDR";"3114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";0;18392482;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3108";"CT-Energia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;780071428;780071428;372908963
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";453893400;3.2e+08;3.2e+08;3.2e+08
2025;"71903";"Fundo Social - FS";"1042";"Capitalização do Fundo Social";17370038730;14370038730;14370038730;9.65e+09
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;1927538665;1927538665;129663705
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1105";"CT-Mineral e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";15014845;15014845;15014845;13808163
2025;"41260";"Telecomunicações Brasileiras S.A. - TELEBRAS";"1120";"Recursos do FISTEL de Livre Aplicação na ANATEL e no Tesouro Nacional";91438734;41453728;41453728;41453728
2025;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"9209";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste";111736251;0;0;0
2025;"68213";"Agência Nacional de Aviação Civil - ANAC";"1088";"Fundo Aeroviário, para Execução e Manutenção do Sistema Aeroviário Nacional";18166907;18166907;6203400;4996280
2025;"30905";"Fundo de Defesa de Direitos Difusos";"1083";"Reparação de Danos Causados a Interesses Difusos e Coletivos";616878261;271646598;107232106;48560379
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1108";"CT-Energia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";247808837;237817957;237817955;87767790
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";1524409256;1323237470;1323237470;1155058487
2025;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"1202";"Transferência Constitucional do Fundo de Participação dos Estados e do Distrito Federal";200274769213;208729466422;205468824931;198214304584
2025;"26298";"Fundo Nacional de Desenvolvimento da Educação";"1014";"Recursos do Fundo Social Destinados à Educação Pública, com Prioridade para Educação Básica, e à Saúde";17370038729;11996821956;11996821956;11996821956
2025;"74919";"Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";1296881;1296881;0;0
2025;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"1210";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste - Semiárido";8383594993;8756637315;8756637315;8297342982
2025;"30107";"Departamento de Polícia Rodoviária Federal";"1020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";1090380929;785289783;574848556;476290424
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";583241089;554531162;554531162;482562230
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1136";"CT-Transporte e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";1833;0;0;0
2025;"39250";"Agência Nacional de Transportes Terrestres - ANTT";"1020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";55732665;55072665;1646588;1525142
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1107";"CT-Petro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";280954716;0;0;0
2025;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"3055";"Benefícios do Regime Próprio de Previdência Social do FCDF – Contribuição do Segurado";0;5216629;5216629;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3103";"CT-Aquaviário e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;296971109;296971109;76513293
2025;"30108";"Departamento de Polícia Federal";"1025";"Reaparelhamento e Custeio das Atividades de Controle e Fiscalização de Produtos Químicos e de Repressão ao Tráfico Ilícito de Drogas";24230884;24114876;24117479;22223972
2025;"39905";"Fundo Nacional de Segurança e Educação do Trânsito - FUNSET";"1020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";680437580;635291387;35083083;13888581
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1108";"CT-Energia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";372908963;0;0;0
2025;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1055";"Benefícios do Regime Próprio de Previdência Social do FCDF – Contribuição do Segurado";231843314;257247434;257247434;256750000
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"3118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;201171787;201171787;15368239
2025;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"1209";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste";8383594993;8756637315;8756637315;8297342982
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";533189299;256873995;256873995;137330740
2025;"71903";"Fundo Social - FS";"3042";"Capitalização do Fundo Social";0;3e+09;3e+09;0
2025;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"3201";"Transferência Constitucional do Fundo de Participação dos Municípios";0;6515188669;6515188669;6515188669
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";591544784;5.4e+08;5.4e+08;5.4e+08
2025;"42902";"Fundo Nacional de Cultura";"1029";"Fundo Setorial do Audiovisual – FSA, exceto recursos oriundos do FISTEL";626345114;626345114;294520263;294520263
2025;"52931";"Fundo Naval";"1115";"Projetos do Comando da Marinha para Construção e Reparos de Embarcações em Estaleiros Brasileiros";454707714;77581933;69065735;30003307
2025;"74918";"Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";9288769;27000729;9288769;9288769
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1119";"Recursos do FISTEL destinados ao CT-Infra e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";35023;0;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";2752170231;1687852526;1687852526;1687852526
2025;"74904";"Recursos sob Supervisão do Fundo da Marinha Mercante/FMM - M. de Portos e Aeroportos";"1091";"Encargos da Intervenção da União no Apoio ao Desenvolvimento da Marinha Mercante e da Indústria de Construção e Reparação Naval Brasileiras";3869562650;3869562650;2291323304;2291323304
2025;"68213";"Agência Nacional de Aviação Civil - ANAC";"3089";"Fundo Aeroviário, para Desenvolvimento do Ensino Profissional Aeronáutico";0;11271754;11271754;11257958
2025;"74920";"Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações - FUST – M. Comunicações";"3044";"Recursos do FISTEL destinados ao FUST";0;95298518;95298518;0
2025;"74916";"Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC - MMA";"3064";"Desenvolvimento e Fomento do Setor de Aviação Civil e da Infraestrutura Aeronáutica Civil";0;3053495;3053495;0
2025;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"9201";"Transferência Constitucional do Fundo de Participação dos Municípios";3165860455;0;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;2914129852;2914129852;51544784
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1106";"Recursos do FISTEL destinados ao CT-Espacial e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";393931;393931;393931;393931
2025;"71101";"Recursos sob Supervisão do Ministério da Fazenda";"1074";"Encargos de Responsabilidade do Fundo Contingente da Extinta Rede Ferroviária Federal S.A";467159780;467159780;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1105";"CT-Mineral e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";24946174;0;0;0
2025;"72225";"Recursos Sob Supervisão da Secretaria Especial da Receita Federal do Brasil";"1032";"FUNDAF - RFB";525818371;856440796;856437306;786361759
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";353451174;330542041;330542041;298166690
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";879663705;7.5e+08;7.5e+08;7.5e+08
2025;"72225";"Recursos Sob Supervisão da Secretaria Especial da Receita Federal do Brasil";"3032";"FUNDAF - RFB";0;35446099;9294917;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3104";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;637701408;637701408;205524505
2025;"30108";"Departamento de Polícia Federal";"1019";"FUNAPOL";640630272;634760462;634054239;483997528
2025;"36901";"Fundo Nacional de Saúde";"1146";"Fundo Social – FS – Recursos destinados à Educação Pública e à Saúde nos termos do art. 6º da Lei nº 15.164, de 14 de julho de 2025.";0;2.2e+09;2.2e+09;2.2e+09
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3109";"CT-Hidro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;173976535;173976535;0
2025;"74916";"Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC - MMA";"3091";"Encargos da Intervenção da União no Apoio ao Desenvolvimento da Marinha Mercante e da Indústria de Construção e Reparação Naval Brasileiras";0;2175950096;2175950096;0
2025;"41231";"Agência Nacional de Telecomunicações - ANATEL";"1120";"Recursos do FISTEL de Livre Aplicação na ANATEL e no Tesouro Nacional";418246729;335401882;317718782;209664890
2025;"39252";"Departamento Nacional de Infraestrutura de Transportes - DNIT";"3020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";0;96335505;96335083;12914151
2025;"39101";"Ministério dos Transportes - Administração Direta";"1007";"Prevenção de Acidentes de Trânsito";18777;18777;0;0
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1110";"CT-Info e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";17314389;12977058;12977058;9105869
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1103";"CT-Aquaviário e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";76513293;0;0;0
2025;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1125";"Benefícios do Regime Próprio de Previdência Social do FCDF – Contribuição Patronal";241758963;267855987;267855987;256695659
2025;"74913";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Norte/FNO - MDR";"9207";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Norte";74490834;0;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3107";"CT-Petro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;844053027;844053027;280954716
2025;"33904";"Fundo do Regime Geral de Previdência Social";"1040";"Seguro-Desemprego, Abono Salarial e Previdência Social";18507889715;18507889715;18507889715;18507889715
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;815224106;815224106;78242565
2025;"32265";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP";"1028";"Financiamento de Estudos e Serviços de Geologia e Geofísica Aplicados à Prospecção de Combustíveis Fósseis";1001031980;1001031980;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;825704159;825704159;99073624
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1107";"CT-Petro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";542398774;488638048;488638047;359594813
2025;"74916";"Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC - MMA";"3072";"Desenvolvimento de Atividades de Gestão Ambiental Relacionadas à Cadeia Produtiva do Petróleo, ou apoio a projetos ou estudos e financiamento de empreendimentos que visem à mitigação da mudança do clima e à adaptação à mudança do clima e aos seus efeitos";0;49902045;49902045;49902045
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3112";"CT-Amazônia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;250029410;250029410;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3105";"CT-Mineral e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;120621330;120621330;24946174
2025;"33904";"Fundo do Regime Geral de Previdência Social";"9054";"Benefícios do Regime Geral de Previdência Social";607269765;0;0;0
2025;"75101";"Recursos sob Supervisão do Ministério da Fazenda";"3007";"Prevenção de Acidentes de Trânsito";0;70092;70092;70092
2025;"74914";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Centro-Oeste/FCO - MDR";"1208";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Centro-Oeste";5589063328;5837758212;5837758212;5462027989
2025;"25104";"Procuradoria-Geral da Fazenda Nacional";"1032";"FUNDAF - RFB";0;1157259;0;0
2025;"30108";"Departamento de Polícia Federal";"3019";"FUNAPOL";0;19917468;19917468;372063
2025;"42902";"Fundo Nacional de Cultura";"3029";"Fundo Setorial do Audiovisual – FSA, exceto recursos oriundos do FISTEL";0;2.11e+08;2.11e+08;2.11e+08
2025;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1024";"Pensões Militares e Remuneração dos Inativos Militares do FCDF";568228535;628337787;628337787;622189632
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1104";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";198860610;198860610;198860610;151360250
2025;"30107";"Departamento de Polícia Rodoviária Federal";"3020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";0;278569782;278447465;149185193
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1110";"CT-Info e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";26041815;1.8e+07;1.8e+07;1.8e+07
2025;"33904";"Fundo do Regime Geral de Previdência Social";"1054";"Benefícios do Regime Geral de Previdência Social";696395752445;705919639189;705918743297;646995789144
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1109";"CT-Hidro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";48820461;48820461;48820461;48820461
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3110";"CT-Info e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;46594769;46594769;8041815
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1109";"CT-Hidro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";32459199;20469269;20469269;2602568
2025;"44902";"Fundo Nacional sobre Mudança do Clima";"1072";"Desenvolvimento de Atividades de Gestão Ambiental Relacionadas à Cadeia Produtiva do Petróleo, ou apoio a projetos ou estudos e financiamento de empreendimentos que visem à mitigação da mudança do clima e à adaptação à mudança do clima e aos seus efeitos";4e+06;476471;476470;476470
2025;"44901";"Fundo Nacional de Meio Ambiente - FNMA";"1069";"Recursos Arrecadados em Pagamento de Multas por Infração Ambiental a Serem Revertidos a Fundos";110013992;109941992;13903444;533824
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1112";"CT-Amazônia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";5325180;5325180;5325180;5325180
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3119";"Recursos do FISTEL destinados ao CT-Infra e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;3235680;3235680;35023
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;4151580245;4151580245;1064317705
2025;"75101";"Recursos sob Supervisão do Ministério da Fazenda";"3083";"Reparação de Danos Causados a Interesses Difusos e Coletivos";0;3909032516;3909032516;3909032516
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";829611915;5.6e+08;5.6e+08;5.6e+08
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3106";"Recursos do FISTEL destinados ao CT-Espacial e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;8267896;8267896;2125504
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;1853954193;1853954193;269611915
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";204442984;130088198;130088198;94031865
